Item_id,Month_sales,month
6183,53.0,21
11391,49.0,21
11389,25.0,21
11243,17.0,21
11242,16.0,21
11217,39.0,21
11216,82.0,21
8071,10.0,21
8072,16.0,21
11811,51.0,21
11496,24.0,21
11489,19.0,21
11541,26.0,21
11532,11.0,21
11531,14.0,21
11475,3.0,21
11438,3.0,21
11432,9.0,21
11431,28.0,21
11430,3.0,21
11133,13.0,21
11088,4.0,21
11081,15.0,21
11073,3.0,21
11071,3.0,21
11065,9.0,21
11055,34.0,21
11054,80.0,21
11143,17.0,21
11173,96.0,21
11381,7.0,21
11377,3.0,21
11570,9.0,21
11997,34.0,21
12214,3.0,21
12213,7.0,21
11994,7.0,21
12200,5.0,21
11961,4.0,21
12047,10.0,21
12187,21.0,21
12167,7.0,21
12166,1.0,21
12135,33.0,21
12134,152.0,21
12169,6.0,21
12233,8.0,21
12062,9.0,21
12075,9.0,21
12362,151.0,21
12360,26.0,21
12321,5.0,21
13071,159.0,21
12278,1.0,21
12093,36.0,21
11711,26.0,21
11709,2.0,21
11687,5.0,21
11686,4.0,21
11750,64.0,21
11685,5.0,21
11682,5.0,21
11681,8.0,21
11670,1.0,21
11658,13.0,21
11645,3.0,21
11603,5.0,21
11683,7.0,21
11758,6.0,21
11767,13.0,21
11925,36.0,21
11922,26.0,21
11921,43.0,21
11909,15.0,21
11903,20.0,21
11900,3.0,21
11801,4.0,21
11800,10.0,21
11797,4.0,21
11787,6.0,21
10511,610.0,21
10502,8.0,21
10500,10.0,21
10498,21.0,21
10487,38.0,21
10480,250.0,21
10512,276.0,21
10660,21.0,21
10659,116.0,21
10653,5.0,21
10637,2.0,21
10679,5.0,21
10617,23.0,21
10445,18.0,21
10438,47.0,21
10437,21.0,21
10614,15.0,21
10684,2.0,21
10686,3.0,21
10457,6.0,21
10479,261.0,21
10472,3.0,21
10928,8.0,21
10927,14.0,21
10926,6.0,21
10914,18.0,21
10897,2.0,21
10892,13.0,21
10930,17.0,21
10891,8.0,21
10889,8.0,21
10888,11.0,21
10887,13.0,21
11306,21.0,21
10939,8.0,21
10942,20.0,21
11020,10.0,21
10994,4.0,21
10990,21.0,21
10989,28.0,21
10986,2.0,21
11339,9.0,21
10971,3.0,21
10968,13.0,21
10958,19.0,21
11329,4.0,21
10943,9.0,21
10869,8.0,21
10817,8.0,21
10784,29.0,21
10514,348.0,21
10513,117.0,21
10701,7.0,21
10772,8.0,21
10768,17.0,21
10763,5.0,21
10762,22.0,21
11292,2.0,21
10718,35.0,21
10708,2.0,21
10707,8.0,21
10706,5.0,21
12364,85.0,21
14228,78.0,21
14227,101.0,21
14019,16.0,21
14178,5.0,21
14176,13.0,21
14175,7.0,21
13961,4.0,21
13958,50.0,21
14229,54.0,21
14042,6.0,21
14126,426.0,21
14103,9.0,21
14087,13.0,21
14075,42.0,21
14062,12.0,21
13854,17.0,21
13851,12.0,21
13850,2.0,21
13847,2.0,21
13828,63.0,21
13812,8.0,21
13797,14.0,21
13787,21.0,21
13055,7.0,21
13856,7.0,21
13859,23.0,21
13946,14.0,21
13941,9.0,21
13936,6.0,21
14167,2.0,21
13896,7.0,21
13894,12.0,21
13889,111.0,21
13888,81.0,21
13881,79.0,21
13880,14.0,21
13048,7.0,21
14305,368.0,21
14296,3.0,21
14306,87.0,21
14307,120.0,21
14280,4.0,21
14267,22.0,21
14252,13.0,21
14127,173.0,21
14128,348.0,21
14249,9.0,21
14247,14.0,21
14932,20.0,21
14931,54.0,21
14147,16.0,21
14125,74.0,21
14124,55.0,21
14265,1.0,21
13748,23.0,21
13028,15.0,21
13027,14.0,21
13172,5.0,21
13168,7.0,21
13159,253.0,21
12610,123.0,21
13151,105.0,21
13400,38.0,21
13398,30.0,21
13397,20.0,21
12725,2.0,21
13205,71.0,21
12686,21.0,21
12625,4.0,21
13404,73.0,21
13144,31.0,21
13140,13.0,21
12473,20.0,21
13104,37.0,21
12406,1.0,21
12380,10.0,21
13075,21.0,21
13085,8.0,21
12485,10.0,21
12491,9.0,21
12501,14.0,21
12558,17.0,21
12549,21.0,21
12548,15.0,21
12543,11.0,21
12542,5.0,21
12541,16.0,21
12539,10.0,21
12527,20.0,21
12526,13.0,21
12524,16.0,21
12523,25.0,21
12521,2.0,21
12515,19.0,21
12507,17.0,21
12504,17.0,21
12935,56.0,21
12933,18.0,21
12925,4.0,21
12900,6.0,21
12848,15.0,21
12833,72.0,21
12839,8.0,21
12954,10.0,21
13736,23.0,21
13728,62.0,21
13724,49.0,21
13709,16.0,21
13692,5.0,21
13687,87.0,21
13641,24.0,21
13616,45.0,21
12979,10.0,21
12970,20.0,21
12967,18.0,21
12964,17.0,21
12963,1.0,21
12828,9.0,21
12826,37.0,21
13441,81.0,21
13426,2.0,21
13421,48.0,21
13420,19.0,21
13410,6.0,21
13515,26.0,21
13498,46.0,21
13491,6.0,21
13405,107.0,21
12734,15.0,21
12363,60.0,21
12743,10.0,21
13541,21.0,21
12812,57.0,21
12808,2.0,21
12804,5.0,21
12803,7.0,21
12797,24.0,21
12795,18.0,21
12764,7.0,21
13549,1.0,21
13542,56.0,21
12747,5.0,21
10436,51.0,21
7202,66.0,21
7173,13.0,21
7172,129.0,21
7203,66.0,21
7161,1.0,21
6896,5.0,21
6892,5.0,21
7085,130.0,21
7212,6.0,21
7342,13.0,21
7337,20.0,21
7336,16.0,21
7323,6.0,21
7322,4.0,21
7275,11.0,21
7257,3.0,21
7252,14.0,21
7187,21.0,21
7232,19.0,21
7215,72.0,21
7213,53.0,21
6875,30.0,21
7009,14.0,21
7006,40.0,21
7005,37.0,21
7004,26.0,21
7003,49.0,21
7001,4.0,21
6857,9.0,21
6954,5.0,21
6953,10.0,21
6877,3.0,21
7018,208.0,21
7075,11.0,21
7072,32.0,21
7071,66.0,21
7070,76.0,21
7059,15.0,21
7054,10.0,21
7052,15.0,21
7049,18.0,21
7048,12.0,21
7047,28.0,21
7019,17.0,21
6835,13.0,21
7366,6.0,21
7397,14.0,21
7673,16.0,21
7671,3.0,21
7815,79.0,21
7834,158.0,21
7653,11.0,21
7807,67.0,21
7808,23.0,21
7836,20.0,21
7856,251.0,21
7864,925.0,21
7852,46.0,21
7851,55.0,21
7846,21.0,21
7838,8.0,21
7837,27.0,21
7805,16.0,21
7384,11.0,21
7794,23.0,21
7793,43.0,21
7736,129.0,21
7545,24.0,21
7543,31.0,21
7531,3.0,21
7508,3.0,21
7507,26.0,21
7497,18.0,21
7411,2.0,21
7780,309.0,21
7791,73.0,21
7790,134.0,21
6804,3.0,21
6803,2.0,21
6929,7.0,21
6503,1130.0,21
6502,116.0,21
6561,3.0,21
6560,3.0,21
6558,5.0,21
6552,5.0,21
6548,4.0,21
6541,7.0,21
6539,4.0,21
6538,4.0,21
6504,445.0,21
6563,3.0,21
6498,66.0,21
