Item_id,Month_sales,month
22114,26.0,4
20239,113.0,4
20238,45.0,4
20785,7.0,4
20783,8.0,4
20781,14.0,4
20240,60.0,4
20671,7.0,4
20596,12.0,4
20592,6.0,4
20553,13.0,4
20417,14.0,4
20388,25.0,4
20692,6.0,4
20249,8.0,4
20936,25.0,4
21356,6.0,4
21352,14.0,4
21351,56.0,4
21347,4.0,4
21346,14.0,4
21332,10.0,4
21323,58.0,4
20250,3.0,4
20309,123.0,4
20307,37.0,4
20298,30.0,4
20289,39.0,4
20948,69.0,4
20384,50.0,4
20030,12.0,4
19904,16.0,4
19903,27.0,4
19886,2.0,4
19883,5.0,4
19879,3.0,4
19872,9.0,4
19860,42.0,4
20045,20.0,4
19853,10.0,4
19813,4.0,4
19811,80.0,4
20006,2.0,4
19804,1.0,4
19803,11.0,4
19990,35.0,4
19848,7.0,4
20146,3.0,4
20052,11.0,4
20078,14.0,4
20383,21.0,4
20382,20.0,4
20231,211.0,4
20230,5.0,4
20228,5.0,4
20216,26.0,4
20328,11.0,4
20138,2.0,4
20129,19.0,4
20119,3.0,4
20105,7.0,4
20173,18.0,4
20169,13.0,4
20168,6.0,4
20158,6.0,4
20149,15.0,4
21358,6.0,4
21370,123.0,4
21440,297.0,4
21427,380.0,4
21441,15.0,4
21413,9.0,4
21443,30.0,4
21510,8.0,4
21517,21.0,4
21513,11.0,4
21512,34.0,4
21511,27.0,4
21412,46.0,4
21499,13.0,4
21408,11.0,4
21376,703.0,4
21373,100.0,4
21371,36.0,4
21488,157.0,4
21405,12.0,4
21484,13.0,4
21393,8.0,4
21498,5.0,4
21541,86.0,4
19768,15.0,4
18827,118.0,4
18825,40.0,4
18821,10.0,4
18800,8.0,4
18792,52.0,4
18791,61.0,4
18751,1.0,4
19365,9.0,4
19360,16.0,4
18701,9.0,4
18679,4.0,4
18656,8.0,4
18633,23.0,4
18631,14.0,4
18621,4.0,4
19362,11.0,4
18620,5.0,4
18846,12.0,4
19034,34.0,4
18989,2.0,4
18988,24.0,4
18983,1.0,4
18977,1.0,4
18936,3.0,4
18925,9.0,4
19415,164.0,4
18842,5.0,4
19413,48.0,4
19407,25.0,4
18882,5.0,4
18881,11.0,4
18619,8.0,4
18617,14.0,4
18613,10.0,4
18460,3.0,4
18450,36.0,4
