Item_id,Month_sales,month
21443,8.0,25
20949,3109.0,25
21455,11.0,25
20299,4.0,25
21562,11.0,25
21619,19.0,25
21669,80.0,25
21797,3.0,25
21726,22.0,25
21759,17.0,25
21760,27.0,25
21442,16.0,25
20958,5.0,25
21355,10.0,25
21447,25.0,25
21440,35.0,25
21968,7.0,25
21430,8.0,25
20315,15.0,25
21427,27.0,25
21404,109.0,25
21400,31.0,25
21386,51.0,25
21377,33.0,25
21358,20.0,25
19405,38.0,25
21976,31.0,25
21827,2.0,25
806,55.0,25
792,35.0,25
787,46.0,25
687,11.0,25
491,18.0,25
486,156.0,25
482,58.0,25
839,28.0,25
1026,7.0,25
1017,7.0,25
1007,15.0,25
979,4.0,25
975,19.0,25
832,8.0,25
972,20.0,25
971,9.0,25
970,17.0,25
969,7.0,25
935,2.0,25
472,25.0,25
292,5.0,25
22162,311.0,25
22139,12.0,25
22073,25.0,25
22076,94.0,25
21929,11.0,25
21928,10.0,25
21922,36.0,25
21920,9.0,25
21885,29.0,25
464,32.0,25
22164,289.0,25
259,6.0,25
228,1.0,25
109,4.0,25
67,14.0,25
64,15.0,25
59,7.0,25
33,26.0,25
31,13.0,25
51,7.0,25
19339,6.0,25
18622,38.0,25
18626,83.0,25
18631,16.0,25
18669,11.0,25
18701,7.0,25
18704,13.0,25
18923,78.0,25
18942,11.0,25
18974,65.0,25
19043,27.0,25
19050,21.0,25
19051,24.0,25
19436,119.0,25
19438,37.0,25
19088,4.0,25
19251,1.0,25
19162,141.0,25
19161,345.0,25
19134,26.0,25
18592,13.0,25
19132,8.0,25
19118,48.0,25
19116,108.0,25
19092,18.0,25
18574,12.0,25
18543,10.0,25
18511,10.0,25
18257,8.0,25
18148,30.0,25
18106,31.0,25
18101,38.0,25
17978,14.0,25
17936,3.0,25
18260,21.0,25
17903,2.0,25
17871,15.0,25
17481,15.0,25
17468,23.0,25
17467,62.0,25
17748,33.0,25
17889,13.0,25
19578,6.0,25
18325,8.0,25
18326,6.0,25
18499,17.0,25
18498,3.0,25
18491,13.0,25
18484,8.0,25
18454,94.0,25
18441,53.0,25
18384,9.0,25
18380,5.0,25
18360,11.0,25
1037,5.0,25
19588,15.0,25
19602,31.0,25
20606,71.0,25
20607,72.0,25
20608,103.0,25
20609,61.0,25
20611,96.0,25
20613,232.0,25
