Item_id,Month_sales,month
13315,6.0,33
13880,79.0,33
13881,49.0,33
13923,20.0,33
14227,91.0,33
14931,38.0,33
14101,3.0,33
14957,84.0,33
14102,3.0,33
14127,6.0,33
14956,115.0,33
14228,59.0,33
13827,15.0,33
12809,4.0,33
12981,13.0,33
12730,12.0,33
13340,82.0,33
13406,3.0,33
13339,88.0,33
13464,58.0,33
13334,58.0,33
14958,66.0,33
13331,66.0,33
13505,168.0,33
13824,42.0,33
13409,44.0,33
13411,28.0,33
13422,2.0,33
13440,1.0,33
12851,6.0,33
12871,12.0,33
12881,34.0,33
13634,9.0,33
13716,36.0,33
15239,50.0,33
14500,8.0,33
15257,57.0,33
15262,69.0,33
15278,26.0,33
15279,26.0,33
15281,19.0,33
15287,31.0,33
15294,5.0,33
15302,11.0,33
15303,13.0,33
15348,58.0,33
13302,35.0,33
16059,6.0,33
15395,11.0,33
15397,14.0,33
15410,13.0,33
16076,5.0,33
16069,5.0,33
16009,11.0,33
16003,31.0,33
15256,144.0,33
14479,3.0,33
14552,13.0,33
15040,55.0,33
15045,85.0,33
15047,184.0,33
15049,51.0,33
15066,29.0,33
15067,108.0,33
15069,458.0,33
14736,25.0,33
14801,134.0,33
14802,71.0,33
14803,114.0,33
14892,11.0,33
15213,48.0,33
15237,69.0,33
15255,41.0,33
13301,31.0,33
12021,70.0,33
13287,64.0,33
11703,146.0,33
11704,149.0,33
11770,5.0,33
11784,46.0,33
11913,30.0,33
11921,41.0,33
11922,29.0,33
11678,13.0,33
11925,29.0,33
11927,39.0,33
12135,4.0,33
11953,27.0,33
12020,63.0,33
11593,22.0,33
11575,22.0,33
11496,4.0,33
10455,6.0,33
10438,10.0,33
10480,72.0,33
10551,35.0,33
10378,11.0,33
10820,4.0,33
10315,7.0,33
16106,4.0,33
10892,6.0,33
10943,6.0,33
10944,6.0,33
11056,28.0,33
11057,28.0,33
11058,16.0,33
11133,5.0,33
11141,11.0,33
11157,8.0,33
11161,9.0,33
11186,37.0,33
8078,8.0,33
13241,195.0,33
13246,315.0,33
13247,237.0,33
13260,13.0,33
13277,32.0,33
13278,35.0,33
13281,94.0,33
13285,29.0,33
13286,39.0,33
13240,88.0,33
13294,114.0,33
13239,69.0,33
13228,16.0,33
12023,55.0,33
12028,4.0,33
12031,4.0,33
12362,24.0,33
12408,10.0,33
12421,15.0,33
12463,13.0,33
12466,4.0,33
12472,47.0,33
12473,16.0,33
13159,79.0,33
12589,9.0,33
12612,98.0,33
13208,19.0,33
13210,83.0,33
13213,28.0,33
13216,33.0,33
13218,88.0,33
13225,23.0,33
13236,13.0,33
16122,9.0,33
20949,4078.0,33
16163,26.0,33
22100,158.0,33
22102,227.0,33
22104,14.0,33
33,16.0,33
62,19.0,33
482,46.0,33
486,110.0,33
22087,87.0,33
839,22.0,33
982,17.0,33
988,33.0,33
1121,125.0,33
1239,6.0,33
1384,77.0,33
1389,57.0,33
1293,9.0,33
1307,32.0,33
968,10.0,33
22004,44.0,33
21835,6.0,33
21968,17.0,33
20866,81.0,33
20264,11.0,33
20285,29.0,33
20286,12.0,33
21080,4.0,33
21269,1.0,33
21612,11.0,33
21656,19.0,33
21676,19.0,33
21937,50.0,33
1465,19.0,33
1469,23.0,33
1534,19.0,33
1535,22.0,33
1341,16.0,33
1814,54.0,33
1815,8.0,33
1846,45.0,33
1857,24.0,33
1876,45.0,33
1878,39.0,33
1905,24.0,33
1914,51.0,33
10132,11.0,33
1971,110.0,33
1673,13.0,33
1586,145.0,33
1495,9.0,33
1538,21.0,33
1539,35.0,33
1540,39.0,33
1560,19.0,33
1564,21.0,33
1581,96.0,33
1583,660.0,33
1584,61.0,33
16147,19.0,33
20803,6.0,33
20751,15.0,33
17011,50.0,33
17017,8.0,33
17042,1.0,33
17662,14.0,33
17660,26.0,33
17168,34.0,33
17279,21.0,33
17717,521.0,33
17409,67.0,33
17747,39.0,33
17469,10.0,33
17772,97.0,33
17773,47.0,33
17774,121.0,33
17775,199.0,33
16639,21.0,33
16167,43.0,33
16169,83.0,33
16179,3.0,33
16190,4.0,33
16209,18.0,33
16227,48.0,33
16232,5.0,33
16233,3.0,33
15571,17.0,33
16287,81.0,33
15759,9.0,33
15786,17.0,33
16433,1.0,33
16436,13.0,33
16787,19.0,33
16582,5.0,33
16825,73.0,33
18040,8.0,33
19688,38.0,33
19817,23.0,33
19894,23.0,33
20041,8.0,33
20204,15.0,33
20337,7.0,33
20347,14.0,33
20360,4.0,33
20363,1.0,33
20394,7.0,33
20395,10.0,33
20396,5.0,33
20448,37.0,33
20604,21.0,33
20613,98.0,33
20625,5.0,33
20631,23.0,33
20727,2.0,33
20743,5.0,33
20750,3.0,33
19659,33.0,33
20752,2.0,33
19618,9.0,33
19118,11.0,33
18042,20.0,33
18043,7.0,33
17963,3.0,33
18101,30.0,33
18105,6.0,33
18115,42.0,33
18378,6.0,33
18379,5.0,33
18380,4.0,33
18384,8.0,33
18454,2.0,33
18456,30.0,33
18476,1.0,33
18571,7.0,33
18646,5.0,33
18699,8.0,33
19430,21.0,33
19001,10.0,33
19438,44.0,33
19439,5.0,33
19093,20.0,33
19144,77.0,33
10044,9.0,33
2863,13.0,33
9986,17.0,33
1847,32.0,33
1851,1.0,33
1716,61.0,33
1743,3.0,33
2050,14.0,33
2283,77.0,33
2293,40.0,33
2308,127.0,33
2271,4.0,33
2369,9.0,33
2131,24.0,33
1735,4.0,33
961,13.0,33
1037,3.0,33
1201,23.0,33
1224,4.0,33
1387,5.0,33
1453,2.0,33
1467,14.0,33
1483,30.0,33
1484,24.0,33
1541,1.0,33
1544,23.0,33
1563,35.0,33
1578,233.0,33
2152,19.0,33
806,58.0,33
2182,14.0,33
2423,256.0,33
2921,22.0,33
2946,19.0,33
2663,33.0,33
3141,32.0,33
3234,3.0,33
3443,66.0,33
3464,12.0,33
3307,1.0,33
3350,310.0,33
2881,5.0,33
3351,452.0,33
3352,375.0,33
3353,173.0,33
3678,36.0,33
3598,33.0,33
2869,9.0,33
2868,15.0,33
2866,14.0,33
2431,156.0,33
2698,20.0,33
2470,14.0,33
2766,14.0,33
2574,27.0,33
2576,176.0,33
2577,11.0,33
2578,13.0,33
2808,40.0,33
2819,8.0,33
2852,20.0,33
2860,14.0,33
2861,27.0,33
2865,6.0,33
2422,142.0,33
31,18.0,33
20608,37.0,33
20609,44.0,33
20610,23.0,33
20611,38.0,33
20612,25.0,33
20614,38.0,33
20615,43.0,33
20607,34.0,33
20616,25.0,33
20629,66.0,33
20630,41.0,33
20730,15.0,33
20821,3.0,33
20259,6.0,33
20627,5.0,33
20606,35.0,33
20374,1.0,33
19050,9.0,33
19051,9.0,33
1741,9.0,33
19559,1.0,33
19576,5.0,33
19674,6.0,33
19690,2.0,33
19742,3.0,33
19774,8.0,33
19814,3.0,33
19858,10.0,33
19913,19.0,33
20048,3.0,33
20091,13.0,33
20202,8.0,33
20231,13.0,33
22088,185.0,33
22091,30.0,33
22092,46.0,33
22105,11.0,33
22139,9.0,33
22013,10.0,33
3599,60.0,33
22003,48.0,33
21929,6.0,33
21011,3.0,33
21358,11.0,33
21369,47.0,33
21372,1.0,33
21400,6.0,33
21447,15.0,33
21671,26.0,33
21733,8.0,33
21942,89.0,33
21967,13.0,33
21922,2.0,33
21928,7.0,33
22001,73.0,33
10043,10.0,33
3731,234.0,33
7673,10.0,33
7713,12.0,33
7834,32.0,33
7856,59.0,33
7872,137.0,33
7877,11.0,33
7893,65.0,33
7929,7.0,33
7657,15.0,33
7933,45.0,33
7936,3.0,33
8006,2.0,33
8095,11.0,33
8177,3.0,33
8455,18.0,33
8528,16.0,33
8357,9.0,33
8366,8.0,33
8543,49.0,33
7934,4.0,33
7793,8.0,33
7790,31.0,33
6710,61.0,33
6713,9.0,33
6738,20.0,33
6926,65.0,33
6834,10.0,33
7071,35.0,33
7172,61.0,33
7202,66.0,33
7223,798.0,33
7224,504.0,33
7780,42.0,33
8546,123.0,33
6625,9.0,33
8735,72.0,33
8737,42.0,33
10201,1334.0,33
10202,899.0,33
10211,14.0,33
9784,28.0,33
9870,14.0,33
9927,176.0,33
9928,121.0,33
10200,219.0,33
8738,83.0,33
8789,1.0,33
8888,10.0,33
9307,22.0,33
9032,6.0,33
9355,228.0,33
9356,207.0,33
9397,8.0,33
9401,15.0,33
9402,28.0,33
9406,3.0,33
9390,73.0,33
9035,10.0,33
9165,22.0,33
9513,4.0,33
9554,10.0,33
8736,47.0,33
6308,21.0,33
6503,235.0,33
4092,2.0,33
4102,13.0,33
4349,27.0,33
4466,17.0,33
4387,40.0,33
4390,2.0,33
4420,12.0,33
4424,15.0,33
4478,45.0,33
4084,22.0,33
4719,240.0,33
4838,94.0,33
4840,80.0,33
4610,15.0,33
4870,89.0,33
4872,77.0,33
4892,48.0,33
4894,74.0,33
4964,22.0,33
4261,22.0,33
4244,25.0,33
4181,224.0,33
3734,58.0,33
3617,9.0,33
3753,17.0,33
3756,100.0,33
3838,115.0,33
3868,42.0,33
3898,23.0,33
3928,47.0,33
3919,4.0,33
3920,25.0,33
3985,2.0,33
4049,13.0,33
4055,34.0,33
4178,111.0,33
4966,8.0,33
4706,44.0,33
4717,26.0,33
5845,7.0,33
5905,56.0,33
5551,29.0,33
5615,1.0,33
5656,34.0,33
5660,53.0,33
5675,384.0,33
5950,8.0,33
6063,11.0,33
6088,6.0,33
6090,24.0,33
6040,22.0,33
6165,8.0,33
6051,8.0,33
6184,4.0,33
6185,69.0,33
6376,30.0,33
5838,54.0,33
3707,4.0,33
5830,26.0,33
5828,34.0,33
5204,3.0,33
5005,18.0,33
5037,25.0,33
5039,29.0,33
5041,62.0,33
5042,15.0,33
5044,16.0,33
5401,1.0,33
5336,26.0,33
5820,72.0,33
5821,172.0,33
5822,259.0,33
1988,17.0,33
2040,30.0,33
11106,1.0,33
11354,129.0,33
11159,71.0,33
11160,20.0,33
11242,3.0,33
8065,12.0,33
11811,32.0,33
11576,15.0,33
11592,1.0,33
11607,10.0,33
11188,12.0,33
11046,4.0,33
11011,13.0,33
10164,8.0,33
10292,31.0,33
10298,50.0,33
10300,9.0,33
10342,22.0,33
10346,19.0,33
10349,25.0,33
10381,12.0,33
10382,19.0,33
10449,44.0,33
10476,44.0,33
10485,14.0,33
10491,1.0,33
10515,17.0,33
10553,17.0,33
10554,11.0,33
10987,14.0,33
10093,11.0,33
12105,1.0,33
12380,3.0,33
13105,36.0,33
12467,4.0,33
12477,9.0,33
12478,2.0,33
12552,16.0,33
13076,11.0,33
12610,9.0,33
12671,12.0,33
12708,12.0,33
13075,1.0,33
12360,17.0,33
12082,13.0,33
12125,20.0,33
11930,18.0,33
12134,84.0,33
11938,14.0,33
12193,9.0,33
12194,31.0,33
11975,41.0,33
12081,24.0,33
9976,19.0,33
8548,89.0,33
8550,118.0,33
8397,66.0,33
8656,18.0,33
8690,8.0,33
8702,21.0,33
8547,68.0,33
8779,5.0,33
8569,12.0,33
8839,40.0,33
8871,13.0,33
8918,11.0,33
9015,29.0,33
8544,48.0,33
7894,93.0,33
7895,37.0,33
7879,8.0,33
7972,1.0,33
7932,5.0,33
8035,9.0,33
8093,16.0,33
8218,18.0,33
8244,4.0,33
8327,26.0,33
8352,1.0,33
8363,10.0,33
9507,12.0,33
10207,127.0,33
10209,81.0,33
10210,141.0,33
10216,53.0,33
9894,6.0,33
9930,36.0,33
9532,18.0,33
13860,33.0,33
13867,10.0,33
13869,12.0,33
13901,6.0,33
13958,38.0,33
14019,29.0,33
14020,34.0,33
14137,2.0,33
14243,11.0,33
14260,2.0,33
14286,61.0,33
13826,15.0,33
13818,14.0,33
13449,34.0,33
12751,7.0,33
12778,3.0,33
12795,9.0,33
12796,12.0,33
12828,9.0,33
12830,6.0,33
12899,9.0,33
12935,9.0,33
12974,16.0,33
13656,18.0,33
13661,23.0,33
13675,43.0,33
13699,21.0,33
13741,26.0,33
14152,14.0,33
14153,9.0,33
13802,19.0,33
14421,37.0,33
14458,67.0,33
14525,67.0,33
14400,45.0,33
14575,12.0,33
19046,5.0,33
14398,46.0,33
14964,9.0,33
14965,4.0,33
14966,3.0,33
14967,8.0,33
14968,6.0,33
14973,13.0,33
14396,66.0,33
13415,20.0,33
13248,5.0,33
13254,10.0,33
13258,2.0,33
13274,34.0,33
13279,33.0,33
13253,17.0,33
13211,24.0,33
13212,27.0,33
13217,28.0,33
13233,49.0,33
13234,17.0,33
13237,62.0,33
13457,80.0,33
13458,34.0,33
13460,18.0,33
13463,32.0,33
13499,24.0,33
13512,3.0,33
13292,23.0,33
13300,45.0,33
13308,83.0,33
13317,12.0,33
13323,25.0,33
13330,16.0,33
13332,67.0,33
2035,17.0,33
7725,4.0,33
3480,40.0,33
3552,19.0,33
3558,42.0,33
3688,45.0,33
3479,44.0,33
3732,46.0,33
3733,55.0,33
3656,11.0,33
3833,4.0,33
3837,133.0,33
3851,23.0,33
4085,30.0,33
4271,19.0,33
4103,1.0,33
4455,7.0,33
4335,6.0,33
4348,14.0,33
4351,65.0,33
4248,26.0,33
4365,36.0,33
4367,27.0,33
4385,74.0,33
4388,20.0,33
4413,34.0,33
4357,17.0,33
4240,11.0,33
4231,44.0,33
3823,9.0,33
3916,15.0,33
3917,79.0,33
3960,18.0,33
3970,10.0,33
4003,6.0,33
4024,9.0,33
3839,35.0,33
2442,12.0,33
2688,2.0,33
2696,11.0,33
2753,42.0,33
2523,9.0,33
2550,22.0,33
2780,10.0,33
2788,49.0,33
2813,21.0,33
2635,11.0,33
2614,8.0,33
2424,20.0,33
2047,46.0,33
2062,5.0,33
2287,14.0,33
2267,11.0,33
2269,61.0,33
2870,15.0,33
2877,11.0,33
2878,16.0,33
2882,7.0,33
3442,34.0,33
3444,45.0,33
3445,57.0,33
3331,29.0,33
3341,59.0,33
3343,62.0,33
3344,3.0,33
3423,25.0,33
3274,6.0,33
3238,2.0,33
2918,29.0,33
2936,16.0,33
2955,16.0,33
2959,14.0,33
2652,30.0,33
3000,11.0,33
3026,18.0,33
3034,8.0,33
3054,7.0,33
3071,25.0,33
3076,36.0,33
3077,53.0,33
3080,2.0,33
3108,11.0,33
3148,37.0,33
3239,4.0,33
4493,20.0,33
6727,8.0,33
6728,12.0,33
6342,8.0,33
6766,8.0,33
6847,16.0,33
7003,24.0,33
6695,11.0,33
7004,4.0,33
6888,7.0,33
7029,28.0,33
7067,23.0,33
7075,25.0,33
7087,20.0,33
7135,9.0,33
7164,1.0,33
7220,25.0,33
7005,6.0,33
6676,45.0,33
6641,3.0,33
6311,13.0,33
6377,4.0,33
6257,21.0,33
6407,1.0,33
6436,28.0,33
6476,11.0,33
6505,34.0,33
6507,28.0,33
6286,19.0,33
6618,18.0,33
7736,31.0,33
7792,8.0,33
7809,6.0,33
7655,8.0,33
7812,43.0,33
7534,6.0,33
7836,33.0,33
7853,4.0,33
7863,14.0,33
7499,23.0,33
7493,6.0,33
7460,13.0,33
7233,42.0,33
7255,16.0,33
7270,3.0,33
7315,13.0,33
7327,11.0,33
7338,10.0,33
7452,10.0,33
7459,9.0,33
6156,8.0,33
6117,2.0,33
5003,95.0,33
5232,28.0,33
5233,42.0,33
5240,5.0,33
5270,10.0,33
5036,5.0,33
4962,7.0,33
5043,19.0,33
5323,16.0,33
5470,6.0,33
4944,22.0,33
4722,23.0,33
4551,7.0,33
4806,123.0,33
4839,17.0,33
4841,11.0,33
4615,10.0,33
4885,13.0,33
5657,64.0,33
5661,45.0,33
5666,58.0,33
5668,10.0,33
5669,61.0,33
5670,43.0,33
5671,74.0,33
5672,57.0,33
6081,33.0,33
5655,25.0,33
5823,182.0,33
5839,41.0,33
5840,43.0,33
5583,22.0,33
5605,8.0,33
19015,26.0,33
10659,83.0,33
6247,5.0,33
6301,66.0,33
6202,13.0,33
6928,30.0,33
7018,110.0,33
7070,6.0,33
6740,5.0,33
5946,13.0,33
6082,27.0,33
6023,45.0,33
6127,6.0,33
7173,10.0,33
7794,1.0,33
7798,2.0,33
7668,17.0,33
7840,47.0,33
7791,38.0,33
7982,5.0,33
7983,1.0,33
7928,3.0,33
8008,7.0,33
8448,22.0,33
8452,35.0,33
7789,26.0,33
7545,2.0,33
7215,21.0,33
7230,26.0,33
7231,16.0,33
7252,9.0,33
7398,8.0,33
7458,7.0,33
4721,134.0,33
4555,9.0,33
4334,25.0,33
3735,8.0,33
3935,5.0,33
3943,5.0,33
4054,10.0,33
4233,46.0,33
4861,1.0,33
4869,40.0,33
