date,date_block_num,shop_id,item_id,item_price,item_cnt_day
12.10.2013,9,44,3624,299.0,1.0
12.10.2013,9,44,3620,299.0,1.0
29.10.2013,9,44,3734,2599.0,1.0
27.10.2013,9,44,3734,2599.0,1.0
26.10.2013,9,44,3734,2599.0,1.0
25.10.2013,9,44,3732,2599.0,1.0
09.10.2013,9,44,3734,2599.0,1.0
16.10.2013,9,44,3734,2599.0,1.0
15.10.2013,9,44,3734,2599.0,1.0
14.10.2013,9,44,3734,2599.0,1.0
06.10.2013,9,44,3734,2599.0,2.0
09.10.2013,9,44,3626,299.0,1.0
12.10.2013,9,44,3734,2599.0,1.0
11.10.2013,9,44,3734,2599.0,1.0
11.10.2013,9,44,4181,1090.0,1.0
18.10.2013,9,44,3734,2599.0,1.0
26.10.2013,9,44,3732,2599.0,1.0
14.10.2013,9,44,3828,299.0,1.0
08.10.2013,9,44,4181,1090.0,1.0
05.10.2013,9,44,4181,1090.0,2.0
17.10.2013,9,44,4178,1590.0,1.0
09.10.2013,9,44,4178,1590.0,1.0
08.10.2013,9,44,4178,1590.0,1.0
06.10.2013,9,44,4181,1090.0,1.0
01.10.2013,9,44,4178,1590.0,1.0
07.10.2013,9,44,4181,1090.0,2.0
28.10.2013,9,44,4129,1190.0,1.0
26.10.2013,9,44,3626,299.0,1.0
23.10.2013,9,44,4068,299.0,1.0
17.10.2013,9,44,3961,399.0,1.0
21.10.2013,9,44,8058,500.0,1.0
25.10.2013,9,44,3814,399.0,1.0
16.10.2013,9,44,3814,399.0,1.0
03.10.2013,9,44,3876,698.0,1.0
29.10.2013,9,44,3870,199.0,1.0
13.10.2013,9,44,3851,899.0,1.0
01.10.2013,9,44,3639,299.0,1.0
21.10.2013,9,44,4035,899.0,1.0
23.10.2013,9,44,3732,2599.0,1.0
10.10.2013,9,44,3673,999.0,1.0
21.10.2013,9,44,3732,2599.0,2.0
18.10.2013,9,44,3545,2399.0,1.0
28.10.2013,9,44,3544,2399.0,1.0
12.10.2013,9,44,3543,599.0,1.0
31.10.2013,9,44,3535,999.0,2.0
13.10.2013,9,44,3379,299.0,1.0
07.10.2013,9,44,3366,799.0,1.0
30.10.2013,9,44,3337,2499.0,1.0
17.10.2013,9,44,3337,2499.0,1.0
14.10.2013,9,44,3337,2499.0,1.0
22.10.2013,9,44,3336,2499.0,1.0
06.10.2013,9,44,3335,2499.0,2.0
12.10.2013,9,44,3335,2499.0,2.0
12.10.2013,9,44,4181,1090.0,1.0
19.10.2013,9,44,3336,2499.0,1.0
18.10.2013,9,44,3336,2499.0,1.0
13.10.2013,9,44,3336,2499.0,1.0
21.10.2013,9,44,3335,2499.0,1.0
22.10.2013,9,44,3335,2498.7,1.0
