date,date_block_num,shop_id,item_id,item_price,item_cnt_day
19.11.2014,22,37,3460,1299.0,3.0
03.11.2014,22,33,4615,399.0,1.0
01.11.2014,22,33,4870,999.0,1.0
04.11.2014,22,33,4870,999.0,1.0
22.11.2014,22,33,4870,999.0,1.0
02.11.2014,22,33,4872,899.0,1.0
08.11.2014,22,33,4872,899.0,2.0
12.11.2014,22,33,4872,899.0,1.0
15.11.2014,22,33,4872,899.0,1.0
01.11.2014,22,33,4873,999.0,1.0
17.11.2014,22,33,4873,999.0,1.0
29.11.2014,22,33,4886,1499.0,1.0
12.11.2014,22,33,4906,1799.0,1.0
23.11.2014,22,33,4717,299.0,1.0
01.11.2014,22,33,4980,449.0,1.0
13.11.2014,22,33,4821,199.0,1.0
24.11.2014,22,33,4984,299.0,1.0
30.11.2014,22,33,5223,799.0,1.0
25.11.2014,22,33,5241,1499.0,1.0
16.11.2014,22,33,5271,799.0,1.0
03.11.2014,22,33,5272,299.0,1.0
03.11.2014,22,33,5036,1499.0,1.0
08.11.2014,22,33,5037,2599.0,1.0
03.11.2014,22,33,5038,2999.0,1.0
15.11.2014,22,33,5039,2599.0,1.0
22.11.2014,22,33,5039,2599.0,1.0
02.11.2014,22,33,5051,299.0,1.0
23.11.2014,22,33,5444,299.0,1.0
10.11.2014,22,33,5459,349.0,1.0
14.11.2014,22,33,5459,349.0,1.0
14.11.2014,22,33,5485,349.0,1.0
30.11.2014,22,33,4997,3199.0,1.0
17.11.2014,22,33,5485,349.0,1.0
22.11.2014,22,33,4808,799.0,1.0
09.11.2014,22,33,4806,299.0,1.0
15.11.2014,22,33,4240,499.5,1.0
17.11.2014,22,33,4240,499.5,1.0
01.11.2014,22,33,4242,999.0,1.0
15.11.2014,22,33,4242,499.5,1.0
04.11.2014,22,33,4244,999.0,1.0
08.11.2014,22,33,4244,499.5,1.0
09.11.2014,22,33,4244,499.5,1.0
15.11.2014,22,33,4244,499.5,1.0
30.11.2014,22,33,4244,499.5,1.0
05.11.2014,22,33,4248,1499.0,1.0
23.11.2014,22,33,4248,899.52,1.0
29.11.2014,22,33,4249,654.05,1.0
21.11.2014,22,33,4334,799.0,1.0
28.11.2014,22,33,4334,799.0,1.0
15.11.2014,22,33,4807,799.0,1.0
23.11.2014,22,33,4337,2999.0,1.0
15.11.2014,22,33,4350,979.0,1.0
03.11.2014,22,33,4351,399.0,1.0
20.11.2014,22,33,4351,399.0,1.0
02.11.2014,22,33,4352,1699.0,1.0
01.11.2014,22,33,4355,1999.0,1.0
02.11.2014,22,33,4357,399.0,1.0
04.11.2014,22,33,4357,399.0,1.0
28.11.2014,22,33,4357,399.0,1.0
30.11.2014,22,33,4360,2199.0,1.0
08.11.2014,22,33,4431,299.0,1.0
26.11.2014,22,33,4478,2499.0,1.0
04.11.2014,22,33,4493,699.0,1.0
16.11.2014,22,33,4493,699.0,1.0
14.11.2014,22,33,4728,199.5,1.0
21.11.2014,22,33,4339,2999.0,1.0
25.11.2014,22,33,5489,2299.0,1.0
16.11.2014,22,33,5490,1199.0,1.0
17.11.2014,22,33,5490,1199.0,1.0
02.11.2014,22,33,5671,3190.0,1.0
06.11.2014,22,33,5671,3190.0,1.0
22.11.2014,22,33,5673,899.0,1.0
01.11.2014,22,33,6084,1699.0,1.0
29.11.2014,22,33,6087,1699.0,1.0
03.11.2014,22,33,6092,1199.0,1.0
13.11.2014,22,33,6092,1199.0,1.0
09.11.2014,22,33,6121,299.0,1.0
14.11.2014,22,33,6162,699.0,1.0
06.11.2014,22,33,6163,2199.0,1.0
14.11.2014,22,33,6051,399.0,1.0
29.11.2014,22,33,6184,699.0,1.0
02.11.2014,22,33,6185,499.0,1.0
08.11.2014,22,33,6185,499.0,1.0
08.11.2014,22,33,5669,3190.0,1.0
02.11.2014,22,33,6436,1399.0,1.0
02.11.2014,22,33,6474,299.0,1.0
02.11.2014,22,33,6497,799.0,1.0
09.11.2014,22,33,6497,799.0,1.0
12.11.2014,22,33,6497,799.0,1.0
02.11.2014,22,33,6498,499.0,1.0
16.11.2014,22,33,6490,499.0,1.0
01.11.2014,22,33,6492,499.0,1.0
01.11.2014,22,33,6503,1499.0,1.0
03.11.2014,22,33,6503,1499.0,3.0
07.11.2014,22,33,6503,1499.0,1.0
15.11.2014,22,33,6503,1499.0,1.0
16.11.2014,22,33,6503,1499.0,1.0
22.11.2014,22,33,6503,1499.0,1.0
15.11.2014,22,33,6502,1499.0,1.0
09.11.2014,22,33,6436,1399.0,1.0
02.11.2014,22,33,5660,1590.0,1.0
22.11.2014,22,33,5659,899.0,1.0
18.11.2014,22,33,5608,899.0,1.0
20.11.2014,22,33,5490,1199.0,1.0
22.11.2014,22,33,5490,1249.0,1.0
19.11.2014,22,33,5516,299.0,1.0
13.11.2014,22,33,5814,1199.0,1.0
19.11.2014,22,33,5814,1199.0,1.0
24.11.2014,22,33,5820,2499.0,1.0
09.11.2014,22,33,5821,799.0,1.0
12.11.2014,22,33,5821,799.0,1.0
09.11.2014,22,33,5822,1049.0,1.0
12.11.2014,22,33,5822,1049.0,1.0
14.11.2014,22,33,5822,1049.0,1.0
18.11.2014,22,33,5822,1049.0,1.0
12.11.2014,22,33,5823,2599.0,1.0
18.11.2014,22,33,5823,2599.0,1.0
06.11.2014,22,33,5858,849.0,1.0
27.11.2014,22,33,5858,849.0,1.0
29.11.2014,22,33,5900,1199.0,1.0
18.11.2014,22,33,5643,2490.0,1.0
17.11.2014,22,33,5643,2490.0,1.0
29.11.2014,22,33,5637,2490.0,1.0
09.11.2014,22,33,5620,590.0,1.0
16.11.2014,22,33,5616,1190.0,1.0
08.11.2014,22,33,5615,1990.0,1.0
04.11.2014,22,33,4240,999.0,1.0
28.11.2014,22,33,5613,6090.0,1.0
01.11.2014,22,33,5591,1590.0,1.0
01.11.2014,22,33,5583,699.0,1.0
09.11.2014,22,33,5573,449.0,1.0
01.11.2014,22,33,5552,299.0,1.0
16.11.2014,22,33,5550,299.0,1.0
03.11.2014,22,33,5550,299.0,1.0
16.11.2014,22,33,5591,1590.0,1.0
01.11.2014,22,33,4240,999.0,1.0
20.11.2014,22,33,4181,1190.0,1.0
05.11.2014,22,33,4052,2499.0,1.0
03.11.2014,22,33,3077,799.0,1.0
16.11.2014,22,33,3077,799.0,1.0
05.11.2014,22,33,3183,599.0,1.0
16.11.2014,22,33,3183,599.0,1.0
29.11.2014,22,33,3108,299.0,1.0
30.11.2014,22,33,3234,999.0,1.0
01.11.2014,22,33,3237,2719.0,1.0
03.11.2014,22,33,3237,3199.0,1.0
12.11.2014,22,33,3168,299.0,1.0
12.11.2014,22,33,3175,299.0,1.0
20.11.2014,22,33,3393,873.79,1.0
08.11.2014,22,33,3394,499.5,1.0
15.11.2014,22,33,3394,499.5,1.0
15.11.2014,22,33,3423,1199.0,1.0
