date,date_block_num,shop_id,item_id,item_price,item_cnt_day
02.01.2014,12,54,10297,749.0,1.0
10.01.2014,12,54,10297,749.0,1.0
24.01.2014,12,54,10297,749.0,1.0
24.01.2014,12,54,10296,1599.0,1.0
31.01.2014,12,54,10297,749.0,1.0
03.01.2014,12,54,10298,399.0,3.0
08.01.2014,12,54,10298,399.0,2.0
05.01.2014,12,54,10298,399.0,1.0
15.01.2014,12,54,10300,699.0,1.0
09.01.2014,12,54,10300,699.0,1.0
07.01.2014,12,54,10298,399.0,3.0
17.01.2014,12,54,10298,399.0,1.0
29.01.2014,12,54,10298,399.0,1.0
07.01.2014,12,54,10296,1599.0,1.0
20.01.2014,12,54,10298,399.0,1.0
04.01.2014,12,54,10298,399.0,1.0
19.01.2014,12,54,10298,399.0,1.0
13.01.2014,12,54,10284,299.0,1.0
29.01.2014,12,54,10292,99.0,1.0
08.01.2014,12,54,10109,149.0,1.0
10.01.2014,12,54,10109,149.0,1.0
14.01.2014,12,54,10107,299.0,1.0
08.01.2014,12,54,10121,149.0,1.0
25.01.2014,12,54,10300,699.0,1.0
26.01.2014,12,54,10143,2149.0,1.0
03.01.2014,12,54,10097,749.0,1.0
08.01.2014,12,54,10148,199.0,1.0
01.01.2014,12,54,10296,1599.0,1.0
25.01.2014,12,54,10163,1449.0,1.0
06.01.2014,12,54,10287,98.0,1.0
04.01.2014,12,54,10292,99.0,1.0
05.01.2014,12,54,10292,99.0,1.0
07.01.2014,12,54,10292,99.0,1.0
09.01.2014,12,54,10292,99.0,1.0
18.01.2014,12,54,10292,99.0,2.0
19.01.2014,12,54,10292,99.0,1.0
20.01.2014,12,54,10292,99.0,1.0
04.01.2014,12,54,10164,199.0,1.0
18.01.2014,12,54,10302,248.0,1.0
10.01.2014,12,54,10376,399.0,1.0
04.01.2014,12,54,10563,1699.0,1.0
07.01.2014,12,54,10376,399.0,2.0
08.01.2014,12,54,10376,399.0,3.0
09.01.2014,12,54,10376,399.0,1.0
11.01.2014,12,54,10376,399.0,3.0
12.01.2014,12,54,10376,399.0,1.0
13.01.2014,12,54,10376,399.0,1.0
15.01.2014,12,54,10376,399.0,2.0
17.01.2014,12,54,10376,399.0,2.0
18.01.2014,12,54,10376,399.0,3.0
28.01.2014,12,54,10376,399.0,2.0
26.01.2014,12,54,10376,399.0,4.0
19.01.2014,12,54,10376,399.0,4.0
25.01.2014,12,54,10376,399.0,2.0
24.01.2014,12,54,10090,149.0,1.0
24.01.2014,12,54,10376,399.0,1.0
20.01.2014,12,54,10376,399.0,2.0
21.01.2014,12,54,10376,399.0,3.0
06.01.2014,12,54,10376,399.0,1.0
05.01.2014,12,54,10376,399.0,4.0
04.01.2014,12,54,10376,399.0,12.0
03.01.2014,12,54,10376,399.0,7.0
26.01.2014,12,54,10563,1699.0,2.0
04.01.2014,12,54,10325,149.0,1.0
07.01.2014,12,54,10325,149.0,2.0
04.01.2014,12,54,10331,149.0,1.0
07.01.2014,12,54,10331,149.0,2.0
26.01.2014,12,54,10331,149.0,1.0
07.01.2014,12,54,10334,149.0,1.0
07.01.2014,12,54,10337,149.0,1.0
24.01.2014,12,54,10303,149.0,1.0
04.01.2014,12,54,10340,149.0,1.0
07.01.2014,12,54,10343,149.0,1.0
07.01.2014,12,54,10347,149.0,1.0
11.01.2014,12,54,10347,149.0,1.0
07.01.2014,12,54,10348,149.0,1.0
12.01.2014,12,54,10351,7999.0,1.0
05.01.2014,12,54,10354,4999.0,1.0
01.01.2014,12,54,10376,399.0,9.0
02.01.2014,12,54,10376,399.0,9.0
07.01.2014,12,54,10340,149.0,1.0
10.01.2014,12,54,10090,149.0,1.0
07.01.2014,12,54,9902,149.0,1.0
14.01.2014,12,54,10079,399.0,1.0
01.01.2014,12,54,9904,2999.0,1.0
15.01.2014,12,54,9905,1499.0,1.0
04.01.2014,12,54,9921,28.0,1.0
26.01.2014,12,54,9926,149.0,1.0
18.01.2014,12,54,9931,399.0,1.0
25.01.2014,12,54,9931,399.0,1.0
02.01.2014,12,54,10253,299.0,2.0
08.01.2014,12,54,10253,299.0,1.0
11.01.2014,12,54,10253,299.0,1.0
19.01.2014,12,54,10253,299.0,1.0
12.01.2014,12,54,9942,58.0,1.0
22.01.2014,12,54,9943,98.0,1.0
18.01.2014,12,54,9947,148.0,1.0
02.01.2014,12,54,9948,98.0,1.0
13.01.2014,12,54,9958,599.0,1.0
04.01.2014,12,54,9962,149.0,1.0
20.01.2014,12,54,9962,149.0,1.0
25.01.2014,12,54,9901,1049.0,1.0
01.01.2014,12,54,9901,1049.0,1.0
05.01.2014,12,54,9872,199.0,1.0
17.01.2014,12,54,9871,149.0,1.0
28.01.2014,12,54,9799,199.0,1.0
05.01.2014,12,54,9800,149.0,1.0
29.01.2014,12,54,9800,149.0,1.0
25.01.2014,12,54,9797,199.0,1.0
19.01.2014,12,54,9784,899.0,1.0
30.01.2014,12,54,10376,399.0,1.0
19.01.2014,12,54,9801,299.0,1.0
12.01.2014,12,54,9784,899.0,1.0
03.01.2014,12,54,10254,48.0,1.0
30.01.2014,12,54,9806,399.0,1.0
12.01.2014,12,54,9812,149.0,1.0
26.01.2014,12,54,9828,299.0,1.0
08.01.2014,12,54,9842,149.0,1.0
12.01.2014,12,54,9846,149.0,1.0
02.01.2014,12,54,9847,299.0,1.0
08.01.2014,12,54,9865,149.0,1.0
02.01.2014,12,54,9871,149.0,1.0
07.01.2014,12,54,9871,149.0,1.0
12.01.2014,12,54,9809,98.0,1.0
19.01.2014,12,54,10087,149.0,1.0
10.01.2014,12,54,10254,48.0,6.0
05.01.2014,12,54,9967,149.0,2.0
03.01.2014,12,54,10051,149.0,1.0
11.01.2014,12,54,10051,149.0,1.0
06.01.2014,12,54,10059,349.0,1.0
06.01.2014,12,54,10063,149.0,1.0
14.01.2014,12,54,10063,149.0,1.0
02.01.2014,12,54,10068,99.34,1.0
11.01.2014,12,54,10068,99.34,1.0
18.01.2014,12,54,10068,99.34,1.0
19.01.2014,12,54,10068,149.0,1.0
01.01.2014,12,54,10078,349.0,2.0
02.01.2014,12,54,10078,349.0,1.0
06.01.2014,12,54,10078,349.0,2.0
20.01.2014,12,54,10078,349.0,1.0
02.01.2014,12,54,10079,399.0,1.0
04.01.2014,12,54,10079,399.0,1.0
