date,date_block_num,shop_id,item_id,item_price,item_cnt_day
18.07.2014,18,16,5486,1749.0,1.0
25.07.2014,18,59,22092,109.0,1.0
11.07.2014,18,41,2416,449.0,1.0
07.07.2014,18,41,2416,449.0,1.0
29.07.2014,18,41,2215,299.0,1.0
29.07.2014,18,41,2163,299.0,1.0
12.07.2014,18,41,2099,399.0,1.0
09.07.2014,18,41,2279,699.0,1.0
18.07.2014,18,41,2278,699.0,1.0
04.07.2014,18,41,2270,1999.0,1.0
03.07.2014,18,41,2270,1999.0,1.0
23.07.2014,18,41,2269,559.0,1.0
06.07.2014,18,41,2269,559.3,1.0
02.07.2014,18,41,2269,558.9,2.0
12.07.2014,18,41,2254,1399.0,1.0
18.07.2014,18,41,2252,419.0,1.0
17.07.2014,18,41,2252,419.0,1.0
14.07.2014,18,41,2416,449.0,1.0
10.07.2014,18,41,2252,419.0,1.0
15.07.2014,18,41,2416,449.0,1.0
26.07.2014,18,41,2416,449.0,1.0
16.07.2014,18,41,2536,399.0,1.0
25.07.2014,18,41,2768,199.0,1.0
17.07.2014,18,41,2768,199.0,1.0
02.07.2014,18,41,2768,199.0,2.0
31.07.2014,18,41,2766,199.0,5.0
11.07.2014,18,41,2766,199.0,5.0
02.07.2014,18,41,2766,199.0,17.0
04.07.2014,18,41,2753,299.0,1.0
28.07.2014,18,41,2685,849.0,1.0
12.07.2014,18,41,2685,849.0,1.0
31.07.2014,18,41,2678,999.0,1.0
01.07.2014,18,41,2446,999.0,1.0
27.07.2014,18,41,2442,999.0,1.0
13.07.2014,18,41,2442,999.0,1.0
30.07.2014,18,41,2416,449.0,1.0
19.07.2014,18,41,2416,449.0,1.0
01.07.2014,18,41,2574,399.0,1.0
06.07.2014,18,41,2252,419.3,1.0
31.07.2014,18,41,2308,299.0,1.0
09.07.2014,18,41,1855,200.25,6.0
02.07.2014,18,41,1855,0.5,1.0
01.07.2014,18,41,1855,0.5,5.0
06.07.2014,18,41,1834,98.0,1.0
06.07.2014,18,41,1823,98.0,1.0
27.07.2014,18,41,1830,599.0,1.0
26.07.2014,18,41,1830,599.0,1.0
25.07.2014,18,41,1830,599.0,1.0
15.07.2014,18,41,1811,1609.0,1.0
04.07.2014,18,41,1527,999.0,1.0
02.07.2014,18,41,1523,799.0,1.0
09.07.2014,18,41,1512,2599.0,1.0
02.07.2014,18,41,1512,2599.0,1.0
28.07.2014,18,41,1496,2799.0,1.0
26.07.2014,18,41,1495,599.0,1.0
12.07.2014,18,41,1855,1199.0,1.0
05.07.2014,18,41,2309,1039.0,1.0
15.07.2014,18,41,1855,0.5,1.0
27.07.2014,18,41,1855,0.5,7.0
06.07.2014,18,41,2308,299.0,2.0
13.07.2014,18,41,2307,1299.0,1.0
14.07.2014,18,41,1988,1299.0,1.0
02.07.2014,18,41,1988,1299.0,1.0
28.07.2014,18,41,1921,249.0,1.0
26.07.2014,18,41,1916,249.0,1.0
13.07.2014,18,41,1916,249.0,1.0
11.07.2014,18,41,1916,249.0,1.0
27.07.2014,18,41,1915,249.0,1.0
15.07.2014,18,41,1915,249.0,1.0
06.07.2014,18,41,1915,249.0,1.0
03.07.2014,18,41,1915,249.0,1.0
25.07.2014,18,41,1853,1799.0,1.0
23.07.2014,18,41,1857,2599.0,1.0
29.07.2014,18,41,1855,1199.0,1.0
18.07.2014,18,41,1855,0.5,1.0
01.07.2014,18,41,2578,299.0,1.0
04.07.2014,18,41,2578,299.0,1.0
11.07.2014,18,41,2578,299.0,1.0
10.07.2014,18,41,3316,199.0,1.0
08.07.2014,18,41,3316,199.0,1.0
04.07.2014,18,41,3316,199.0,1.0
02.07.2014,18,41,3316,199.0,2.0
08.07.2014,18,41,3313,199.0,1.0
28.07.2014,18,41,3312,199.0,2.0
26.07.2014,18,41,3312,199.0,1.0
06.07.2014,18,41,3312,199.0,1.0
02.07.2014,18,41,3312,199.0,1.0
04.07.2014,18,41,3424,999.0,2.0
01.07.2014,18,41,3424,999.0,1.0
12.07.2014,18,41,3423,999.0,1.0
25.07.2014,18,41,3393,1699.0,1.0
03.07.2014,18,41,3225,198.0,1.0
27.07.2014,18,41,3148,1850.0,1.0
13.07.2014,18,41,3316,199.0,1.0
31.07.2014,18,41,3141,1180.0,1.0
15.07.2014,18,41,3316,199.0,1.0
28.07.2014,18,41,3316,199.0,1.0
18.07.2014,18,41,3331,1198.5,1.0
15.07.2014,18,41,3331,1198.5,1.0
12.07.2014,18,41,3331,1198.5,1.0
11.07.2014,18,41,3331,1198.5,1.0
10.07.2014,18,41,3331,1198.5,1.0
09.07.2014,18,41,3331,1198.9,5.0
02.07.2014,18,41,3331,1198.5,3.0
01.07.2014,18,41,3331,1198.86363636,11.0
12.07.2014,18,41,3329,2498.5,1.0
10.07.2014,18,41,3329,2498.5,1.0
04.07.2014,18,41,3329,2498.5,1.0
06.07.2014,18,41,3328,999.0,1.0
31.07.2014,18,41,3316,199.0,1.0
30.07.2014,18,41,3316,199.0,1.0
29.07.2014,18,41,3316,199.0,1.0
17.07.2014,18,41,3316,199.0,1.0
25.07.2014,18,41,3141,1180.0,1.0
29.07.2014,18,41,3108,299.0,1.0
01.07.2014,18,41,3108,299.0,1.0
03.07.2014,18,41,2915,2999.0,1.0
24.07.2014,18,41,2830,324.0,1.0
25.07.2014,18,41,2635,299.0,1.0
28.07.2014,18,41,2814,899.0,8.0
25.07.2014,18,41,2814,899.0,2.0
19.07.2014,18,41,2814,899.0,1.0
11.07.2014,18,41,2814,899.0,1.0
07.07.2014,18,41,2809,2199.0,1.0
20.07.2014,18,41,2808,999.0,1.0
11.07.2014,18,41,2808,999.0,1.0
09.07.2014,18,41,2800,499.0,1.0
25.07.2014,18,41,2799,499.0,1.0
10.07.2014,18,41,2799,499.0,1.0
16.07.2014,18,41,2584,299.0,1.0
16.07.2014,18,41,2578,299.0,1.0
08.07.2014,18,41,2916,2999.0,1.0
27.07.2014,18,41,2920,419.0,1.0
16.07.2014,18,41,2969,74.0,1.0
18.07.2014,18,41,2969,74.0,1.0
29.07.2014,18,41,3107,299.0,1.0
22.07.2014,18,41,3183,599.0,1.0
16.07.2014,18,41,3183,599.0,1.0
08.07.2014,18,41,3183,599.0,1.0
06.07.2014,18,41,3183,599.0,1.0
18.07.2014,18,41,3082,399.0,1.0
12.07.2014,18,41,3077,799.0,1.0
03.07.2014,18,41,1495,599.0,1.0
06.07.2014,18,41,3077,799.0,1.0
01.07.2014,18,41,3076,799.0,1.0
06.07.2014,18,41,3000,1290.0,1.0
18.07.2014,18,41,2964,559.0,2.0
16.07.2014,18,41,2964,699.0,1.0
11.07.2014,18,41,2964,698.75,2.0
01.07.2014,18,41,2964,599.0,1.0
11.07.2014,18,41,2971,499.5,1.0
09.07.2014,18,41,3076,799.0,1.0
02.07.2014,18,41,1495,598.7,1.0
01.07.2014,18,41,1480,499.0,1.0
30.07.2014,18,41,1460,1199.0,1.0
03.07.2014,18,40,20609,799.0,1.0
28.07.2014,18,40,20608,1299.0,1.0
17.07.2014,18,40,20608,1299.0,1.0
11.07.2014,18,40,20607,799.0,1.0
16.07.2014,18,40,20606,799.0,1.0
13.07.2014,18,40,20606,799.0,1.0
05.07.2014,18,40,20606,799.0,1.0
11.07.2014,18,40,20597,2499.0,1.0
11.07.2014,18,40,20478,2399.0,1.0
10.07.2014,18,40,20388,1799.0,1.0
28.07.2014,18,40,20387,1999.0,1.0
14.07.2014,18,40,20382,1229.0,1.0
24.07.2014,18,40,20355,949.0,1.0
13.07.2014,18,40,20355,949.0,1.0
03.07.2014,18,40,20354,949.0,1.0
07.07.2014,18,40,20609,799.0,1.0
25.07.2014,18,40,20353,949.0,1.0
10.07.2014,18,40,20609,799.0,1.0
15.07.2014,18,40,20609,799.0,1.0
26.07.2014,18,40,20881,649.0,1.0
05.07.2014,18,40,20881,649.0,1.0
04.07.2014,18,40,20866,699.0,1.0
18.07.2014,18,40,20784,1099.0,1.0
21.07.2014,18,40,20773,1099.0,1.0
12.07.2014,18,40,20765,699.0,1.0
13.07.2014,18,40,20663,1199.0,1.0
05.07.2014,18,40,20660,1199.0,1.0
20.07.2014,18,40,20659,1149.0,1.0
17.07.2014,18,40,20658,799.0,1.0
26.07.2014,18,40,20610,799.0,1.0
20.07.2014,18,40,20610,799.0,2.0
31.07.2014,18,40,20609,799.0,1.0
28.07.2014,18,40,20609,799.0,1.0
21.07.2014,18,40,20609,799.0,1.0
12.07.2014,18,40,20609,799.0,1.0
24.07.2014,18,40,20353,949.0,1.0
07.07.2014,18,40,20353,949.0,1.0
28.07.2014,18,40,20347,1449.0,1.0
10.07.2014,18,40,16233,1999.0,1.0
24.07.2014,18,40,16227,419.0,1.0
20.07.2014,18,40,16227,419.0,1.0
15.07.2014,18,40,16227,419.0,1.0
03.07.2014,18,40,16227,419.0,1.0
21.07.2014,18,40,16209,319.0,1.0
18.07.2014,18,40,16209,319.0,1.0
07.07.2014,18,40,16209,319.0,1.0
11.07.2014,18,40,16207,799.0,1.0
20.07.2014,18,40,16205,319.0,1.0
14.07.2014,18,40,16205,319.0,1.0
01.07.2014,18,40,16184,249.0,1.0
07.07.2014,18,40,16178,239.0,1.0
24.07.2014,18,40,16176,449.0,1.0
11.07.2014,18,40,16176,449.0,1.0
03.07.2014,18,40,16234,399.0,1.0
26.07.2014,18,40,16310,1239.0,1.0
25.07.2014,18,40,16316,999.0,1.0
17.07.2014,18,40,15747,399.0,1.0
14.07.2014,18,40,20346,799.0,1.0
24.07.2014,18,40,20340,799.0,1.0
18.07.2014,18,40,20340,799.0,1.0
03.07.2014,18,40,20340,799.0,1.0
27.07.2014,18,40,20338,1449.0,1.0
13.07.2014,18,40,20338,1449.0,1.0
24.07.2014,18,40,20335,999.0,1.0
20.07.2014,18,40,20884,1999.0,1.0
16.07.2014,18,40,20335,949.0,1.0
10.07.2014,18,40,19504,1199.0,1.0
14.07.2014,18,40,17871,399.0,1.0
26.07.2014,18,40,17869,499.0,1.0
12.07.2014,18,40,17869,499.0,1.0
31.07.2014,18,40,16790,2199.0,2.0
30.07.2014,18,40,16790,2199.0,2.0
17.07.2014,18,40,15749,399.0,1.0
24.07.2014,18,40,19985,649.0,1.0
26.07.2014,18,41,3331,1199.0,1.0
