date,date_block_num,shop_id,item_id,item_price,item_cnt_day
10.05.2013,4,59,22114,349.0,1.0
17.05.2013,4,27,20239,299.0,1.0
04.05.2013,4,27,20239,299.0,1.0
03.05.2013,4,27,20239,299.0,1.0
22.05.2013,4,27,20238,299.0,1.0
18.05.2013,4,27,20785,799.0,1.0
10.05.2013,4,27,20785,799.0,1.0
11.05.2013,4,27,20783,1199.0,1.0
18.05.2013,4,27,20781,799.0,1.0
22.05.2013,4,27,20240,299.0,1.0
02.05.2013,4,27,20781,799.0,1.0
10.05.2013,4,27,20671,1199.0,1.0
20.05.2013,4,27,20596,1199.0,1.0
12.05.2013,4,27,20596,1199.0,1.0
19.05.2013,4,27,20592,1699.0,1.0
26.05.2013,4,27,20553,529.0,1.0
09.05.2013,4,27,20553,529.0,1.0
09.05.2013,4,27,20417,1299.0,1.0
13.05.2013,4,27,20388,1799.0,1.0
20.05.2013,4,27,20692,1199.0,1.0
11.05.2013,4,27,20388,1799.0,1.0
05.05.2013,4,27,20249,299.0,1.0
25.05.2013,4,27,20936,499.0,1.0
12.05.2013,4,27,21356,499.0,1.0
05.05.2013,4,27,21352,499.0,1.0
05.05.2013,4,27,21351,399.0,2.0
11.05.2013,4,27,21347,549.0,1.0
11.05.2013,4,27,21346,349.0,1.0
01.05.2013,4,27,21346,349.0,1.0
20.05.2013,4,27,21332,149.0,1.0
19.05.2013,4,27,21323,199.0,1.0
20.05.2013,4,27,20250,299.0,1.0
23.05.2013,4,27,20309,349.0,1.0
05.05.2013,4,27,20309,349.0,1.0
04.05.2013,4,27,20309,349.0,1.0
11.05.2013,4,27,20307,1999.0,1.0
01.05.2013,4,27,20298,149.0,1.0
08.05.2013,4,27,20289,149.0,1.0
12.05.2013,4,27,20948,898.7,1.0
08.05.2013,4,27,20948,899.0,1.0
26.05.2013,4,27,20936,499.0,1.0
06.05.2013,4,27,20309,349.0,1.0
24.05.2013,4,27,20384,1999.0,1.0
05.05.2013,4,27,20384,1999.0,1.0
04.05.2013,4,27,20384,1999.0,1.0
10.05.2013,4,27,20030,149.0,1.0
17.05.2013,4,27,19904,149.0,1.0
02.05.2013,4,27,19903,399.0,1.0
05.05.2013,4,27,19886,199.0,1.0
05.05.2013,4,27,19883,199.0,1.0
18.05.2013,4,27,19879,199.0,1.0
24.05.2013,4,27,19872,199.0,1.0
06.05.2013,4,27,19860,149.0,1.0
02.05.2013,4,27,20045,199.0,1.0
23.05.2013,4,27,19853,132.78,1.0
10.05.2013,4,27,19813,549.0,1.0
11.05.2013,4,27,19811,349.0,1.0
10.05.2013,4,27,19811,349.0,1.0
01.05.2013,4,27,19811,349.0,1.0
10.05.2013,4,27,20006,299.0,1.0
10.05.2013,4,27,19804,699.0,1.0
01.05.2013,4,27,19803,399.0,1.0
25.05.2013,4,27,19990,549.0,1.0
23.05.2013,4,27,19848,149.0,1.0
17.05.2013,4,27,20146,139.0,1.0
13.05.2013,4,27,20052,249.0,1.0
02.05.2013,4,27,20078,149.0,1.0
16.05.2013,4,27,20383,1229.0,1.0
13.05.2013,4,27,20382,1229.0,1.0
03.05.2013,4,27,20382,1229.0,1.0
22.05.2013,4,27,20231,99.0,1.0
11.05.2013,4,27,20231,99.0,1.0
09.05.2013,4,27,20231,99.0,1.0
03.05.2013,4,27,20230,399.0,1.0
02.05.2013,4,27,20228,299.0,1.0
11.05.2013,4,27,20216,549.0,1.0
09.05.2013,4,27,20328,349.0,1.0
08.05.2013,4,27,20138,248.0,1.0
08.05.2013,4,27,20129,149.0,1.0
02.05.2013,4,27,20119,399.0,1.0
20.05.2013,4,27,20105,199.0,1.0
22.05.2013,4,27,20173,799.0,1.0
22.05.2013,4,27,20169,799.0,1.0
22.05.2013,4,27,20168,799.0,1.0
22.05.2013,4,27,20158,799.0,1.0
10.05.2013,4,27,20149,899.0,1.0
05.05.2013,4,27,21358,1199.0,1.0
01.05.2013,4,27,21370,999.0,2.0
02.05.2013,4,27,21370,999.0,3.0
05.05.2013,4,27,21370,999.0,1.0
18.05.2013,4,27,21440,399.0,1.0
14.05.2013,4,27,21440,399.0,1.0
13.05.2013,4,27,21440,399.0,1.0
11.05.2013,4,27,21440,399.0,1.0
09.05.2013,4,27,21440,399.0,1.0
04.05.2013,4,27,21440,399.0,3.0
01.05.2013,4,27,21440,399.0,1.0
26.05.2013,4,27,21427,99.0,1.0
05.05.2013,4,27,21441,999.0,-1.0
25.05.2013,4,27,21427,99.0,1.0
22.05.2013,4,27,21427,99.0,1.0
18.05.2013,4,27,21427,99.0,1.0
16.05.2013,4,27,21427,99.0,1.0
12.05.2013,4,27,21427,99.0,2.0
